Country,Confirmed_Cases,Deaths,Recovered,Month
United Arab Emirates,313626.0,878.0,289276.0,02/03/2021
Chad,3433.0,121.0,2568.0,02/04/2021
Lesotho,8969.0,178.0,2601.0,02/04/2021
United Arab Emirates,316875.0,888.0,293180.0,02/04/2021
Nicaragua,6299.0,170.0,4225.0,02/06/2021
Qatar,153690.0,250.0,146759.0,02/06/2021
Mainland China,89692.0,4636.0,83878.0,02/06/2021
Australia,28860.0,909.0,22837.0,02/08/2021
Lithuania,187421.0,2972.0,172363.0,02/09/2021
Zambia,68454.0,940.0,62575.0,02/13/2021
Estonia,54300.0,510.0,43054.0,02/17/2021
Togo,6007.0,81.0,5146.0,02/17/2021
Iran,1550142.0,59264.0,1324231.0,02/18/2021
Bulgaria,235891.0,9821.0,199978.0,02/19/2021
Congo (Kinshasa),25080.0,700.0,16135.0,02/20/2021
Taiwan,942.0,9.0,893.0,02/23/2021
Suriname,8901.0,170.0,8385.0,02/25/2021
Iran,1615184.0,59899.0,1379922.0,02/26/2021
Nepal,273984.0,2771.0,270277.0,02/26/2021
Haiti,12430.0,250.0,9712.0,02/27/2021
Malta,22657.0,316.0,19663.0,03/01/2021
Congo (Brazzaville),8820.0,128.0,7019.0,03/02/2021
Finland,58645.0,755.0,46000.0,03/02/2021
Lithuania,199825.0,3263.0,185770.0,03/02/2021
Norway,73493.0,632.0,17998.0,03/04/2021
Panama,343743.0,5907.0,330474.0,03/05/2021
Sierra Leone,3909.0,79.0,2658.0,03/05/2021
Comoros,3611.0,146.0,3427.0,03/10/2021
US,2.9225536E7,530969.0,0.0,03/10/2021
Colombia,2290539.0,60858.0,2191171.0,03/11/2021
Gabon,16660.0,96.0,14583.0,03/12/2021
Liechtenstein,2601.0,55.0,2519.0,03/12/2021
Mauritania,17410.0,442.0,16752.0,03/12/2021
Congo (Brazzaville),9329.0,131.0,7514.0,03/14/2021
Saint Vincent and the Grenadines,1680.0,9.0,1129.0,03/14/2021
Malawi,32864.0,1084.0,26607.0,03/15/2021
Kyrgyzstan,87045.0,1485.0,83980.0,03/16/2021
Uganda,40593.0,334.0,15099.0,03/16/2021
Kuwait,213673.0,1194.0,198273.0,03/17/2021
Serbia,531558.0,4810.0,0.0,03/17/2021
Uruguay,75138.0,740.0,63475.0,03/17/2021
Egypt,193482.0,11472.0,148823.0,03/18/2021
Romania,886752.0,22020.0,798985.0,03/19/2021
Somalia,9925.0,414.0,4420.0,03/19/2021
Mali,9647.0,375.0,6718.0,03/25/2021
Central African Republic,5088.0,64.0,4957.0,03/26/2021
Iran,1838803.0,62223.0,1577408.0,03/26/2021
Kuwait,225980.0,1270.0,210024.0,03/26/2021
Azerbaijan,254370.0,3464.0,235606.0,03/27/2021
Holy See,27.0,0.0,15.0,03/29/2021
Jordan,597256.0,6651.0,494417.0,03/29/2021
Iraq,844260.0,14286.0,755350.0,03/30/2021
Morocco,495421.0,8813.0,483165.0,03/30/2021
Tajikistan,13308.0,90.0,13218.0,03/30/2021
Uruguay,102461.0,953.0,81438.0,03/30/2021
Bolivia,272411.0,12257.0,221962.0,03/31/2021
Ivory Coast,43889.0,244.0,40254.0,03/31/2021
Mali,10042.0,385.0,6830.0,03/31/2021
Singapore,60478.0,30.0,60202.0,04/04/2021
Sri Lanka,93595.0,581.0,90563.0,04/05/2021
Mexico,2251705.0,204399.0,1791894.0,04/05/2021
Belize,12485.0,318.0,12106.0,04/07/2021
Liechtenstein,2702.0,56.0,2601.0,04/07/2021
Liberia,2042.0,85.0,1899.0,04/09/2021
Congo (Brazzaville),10084.0,137.0,8208.0,04/12/2021
Yemen,5507.0,1073.0,2070.0,04/13/2021
Namibia,46185.0,596.0,44322.0,04/15/2021
Afghanistan,57721.0,2539.0,52116.0,04/17/2021
Afghanistan,57793.0,2539.0,52168.0,04/18/2021
Belize,12538.0,318.0,12143.0,04/18/2021
Saint Kitts and Nevis,44.0,0.0,44.0,04/18/2021
Argentina,2769552.0,60083.0,2424675.0,04/21/2021
India,1.5930774E7,184657.0,1.345488E7,04/21/2021
Italy,3920945.0,118357.0,3330392.0,04/22/2021
Marshall Islands,4.0,0.0,4.0,04/24/2021
Guinea,21953.0,140.0,19230.0,04/25/2021
Kyrgyzstan,94030.0,1584.0,88212.0,04/26/2021
Samoa,3.0,0.0,2.0,04/26/2021
Singapore,61051.0,30.0,60682.0,04/26/2021
Belarus,354669.0,2512.0,344950.0,04/27/2021
Iran,2438193.0,70532.0,1907190.0,04/27/2021
Lithuania,242926.0,3877.0,219678.0,04/27/2021
New Zealand,2609.0,26.0,2547.0,04/27/2021
Guyana,8485.0,195.0,7890.0,02/25/2021
Antigua and Barbuda,1232.0,32.0,1014.0,04/29/2021
Suriname,10286.0,201.0,9289.0,04/29/2021
Iceland,6472.0,29.0,6253.0,04/30/2021
Tunisia,309119.0,10722.0,259957.0,04/30/2021
Vanuatu,4.0,1.0,3.0,04/30/2021
Malta,30307.0,415.0,29622.0,05/01/2021
Finland,1.0,0.0,0.0,01/29/2020
Philippines,2.0,1.0,0.0,02/06/2020
Malaysia,19.0,0.0,3.0,02/13/2020
Sri Lanka,1.0,0.0,1.0,02/19/2020
Mainland China,76922.0,2441.0,22687.0,02/22/2020
China,0.0,0.0,0.0,02/24/2020
Italy,888.0,21.0,46.0,02/28/2020
Georgia,3.0,0.0,0.0,03/03/2020
Denmark,35.0,0.0,1.0,03/08/2020
Pakistan,6.0,0.0,1.0,03/08/2020
Thailand,50.0,1.0,33.0,03/09/2020
Kuwait,72.0,0.0,2.0,03/11/2020
Others,696.0,7.0,325.0,03/13/2020
Nigeria,2.0,0.0,0.0,03/13/2020
Ethiopia,1.0,0.0,0.0,03/13/2020
Martinique,3.0,0.0,0.0,03/13/2020
Turkey,5.0,0.0,0.0,03/14/2020
Ethiopia,1.0,0.0,0.0,03/14/2020
South Africa,62.0,0.0,0.0,03/16/2020
Holy See,1.0,0.0,0.0,03/17/2020
Italy,35713.0,2978.0,4025.0,03/18/2020
Canada,657.0,11.0,9.0,03/18/2020
UK,2716.0,138.0,67.0,03/19/2020
Indonesia,311.0,25.0,11.0,03/19/2020
United Arab Emirates,153.0,2.0,38.0,03/21/2020
Vietnam,94.0,0.0,17.0,03/21/2020
Bangladesh,25.0,2.0,3.0,03/21/2020
Spain,35136.0,2311.0,3355.0,03/23/2020
Hong Kong,356.0,4.0,100.0,03/23/2020
India,536.0,10.0,40.0,03/24/2020
Oman,84.0,0.0,17.0,03/24/2020
Niger,7.0,1.0,0.0,03/25/2020
Greece,1061.0,32.0,52.0,03/28/2020
Philippines,1075.0,68.0,35.0,03/28/2020
Cambodia,103.0,0.0,21.0,03/29/2020
Ivory Coast,165.0,1.0,4.0,03/29/2020
Philippines,1546.0,78.0,42.0,03/30/2020
US,188417.0,3906.0,7024.0,03/31/2020
New Zealand,950.0,1.0,127.0,04/04/2020
Albania,361.0,20.0,104.0,04/05/2020
Argentina,1451.0,44.0,280.0,04/05/2020
Morocco,1021.0,70.0,76.0,04/05/2020
Qatar,1604.0,4.0,123.0,04/05/2020
Uganda,52.0,0.0,0.0,04/06/2020
Belarus,1066.0,13.0,77.0,04/08/2020
Kazakhstan,781.0,8.0,60.0,04/09/2020
Seychelles,11.0,0.0,0.0,04/11/2020
Barbados,72.0,4.0,13.0,04/13/2020
Kenya,208.0,9.0,40.0,04/13/2020
Chad,23.0,0.0,2.0,04/14/2020
Burundi,5.0,1.0,0.0,04/16/2020
Chad,27.0,0.0,5.0,04/17/2020
Cyprus,750.0,12.0,77.0,04/17/2020
Mali,246.0,14.0,56.0,04/20/2020
Uzbekistan,1627.0,5.0,261.0,04/20/2020
Bolivia,598.0,34.0,37.0,04/21/2020
Rwanda,150.0,0.0,84.0,04/21/2020
Saudi Arabia,11631.0,109.0,1640.0,04/21/2020
Ukraine,6592.0,174.0,424.0,04/22/2020
Liberia,101.0,8.0,20.0,04/23/2020
Angola,27.0,2.0,6.0,04/27/2020
MS Zaandam,9.0,2.0,0.0,04/28/2020
Azerbaijan,1854.0,25.0,1365.0,05/01/2020
Luxembourg,3802.0,92.0,3213.0,05/01/2020
Syria,44.0,3.0,27.0,05/02/2020
Kazakhstan,4049.0,29.0,1173.0,05/04/2020
Congo (Kinshasa),863.0,36.0,103.0,05/07/2020
Togo,135.0,9.0,85.0,05/07/2020
Liberia,211.0,20.0,85.0,05/11/2020
Philippines,11086.0,726.0,1999.0,05/11/2020
Jamaica,509.0,9.0,113.0,05/13/2020
Burma,181.0,6.0,84.0,05/14/2020
Comoros,11.0,1.0,3.0,05/15/2020
Moldova,6060.0,211.0,2344.0,05/17/2020
Bosnia and Herzegovina,2304.0,133.0,1464.0,05/18/2020
Botswana,25.0,1.0,17.0,05/19/2020
Uzbekistan,2855.0,13.0,2338.0,05/19/2020
Barbados,90.0,7.0,70.0,05/20/2020
South Korea,11122.0,264.0,10135.0,05/20/2020
Andorra,762.0,51.0,639.0,05/21/2020
MS Zaandam,9.0,2.0,0.0,05/21/2020
Paraguay,838.0,11.0,264.0,05/22/2020
Zimbabwe,51.0,4.0,18.0,05/22/2020
Estonia,1766.0,63.0,923.0,05/15/2020
Denmark,11166.0,548.0,9499.0,05/18/2020
Nigeria,118138.0,1490.0,94130.0,01/22/2021
Switzerland,509279.0,9034.0,317600.0,01/22/2021
Kyrgyzstan,84068.0,1402.0,80182.0,01/25/2021
Marshall Islands,4.0,0.0,4.0,01/25/2021
Angola,19553.0,462.0,17388.0,01/26/2021
Kyrgyzstan,84175.0,1405.0,80330.0,01/26/2021
Solomon Islands,17.0,0.0,10.0,01/26/2021
Gambia,4019.0,128.0,3780.0,01/27/2021
Malawi,22304.0,628.0,7548.0,01/28/2021
Slovenia,163235.0,3448.0,142134.0,01/28/2021
San Marino,2996.0,65.0,2695.0,01/29/2021
Guyana,7581.0,176.0,6570.0,01/30/2021
Central African Republic,4981.0,63.0,4885.0,01/31/2021
Sweden,566957.0,11591.0,0.0,01/31/2021
Ecuador,250986.0,14890.0,209814.0,02/01/2021
Belarus,253413.0,1755.0,241150.0,02/04/2021
Afghanistan,55265.0,2407.0,48018.0,02/05/2021
Hungary,375125.0,13026.0,277949.0,02/06/2021
Singapore,59675.0,29.0,59405.0,02/06/2021
Mauritania,16827.0,427.0,16041.0,02/08/2021
Mongolia,2120.0,2.0,1546.0,02/08/2021
Saint Lucia,2027.0,19.0,917.0,02/10/2021
Tanzania,509.0,21.0,183.0,02/11/2021
Norway,66392.0,592.0,17998.0,02/13/2021
Lebanon,339129.0,3993.0,239293.0,02/14/2021
Liechtenstein,2539.0,52.0,2457.0,02/14/2021
Niger,4695.0,169.0,4152.0,02/14/2021
Australia,28900.0,909.0,22864.0,02/14/2021
Malaysia,266445.0,975.0,218335.0,02/15/2021
Tunisia,223549.0,7575.0,183530.0,02/15/2021
Brazil,9866710.0,239773.0,8821887.0,02/15/2021
Egypt,175059.0,10101.0,135670.0,02/16/2021
Gabon,12865.0,75.0,11750.0,02/16/2021
Bangladesh,541877.0,8314.0,489254.0,02/17/2021
Israel,741934.0,5509.0,688184.0,02/18/2021
Norway,67824.0,607.0,17998.0,02/18/2021
Vanuatu,1.0,0.0,1.0,02/20/2021
Monaco,1870.0,22.0,1650.0,02/21/2021
Chile,807872.0,20173.0,767332.0,02/24/2021
Malta,21982.0,313.0,19087.0,02/26/2021
Afghanistan,55707.0,2443.0,49288.0,02/27/2021
United Arab Emirates,391524.0,1221.0,381225.0,02/28/2021
Bolivia,249767.0,11666.0,193652.0,03/01/2021
Malaysia,304135.0,1141.0,278431.0,03/02/2021
Uganda,40395.0,334.0,15008.0,03/02/2021
Netherlands,1116404.0,15824.0,14580.0,03/03/2021
Luxembourg,56110.0,647.0,52445.0,03/04/2021
South Sudan,8414.0,100.0,4317.0,03/04/2021
Solomon Islands,18.0,0.0,14.0,03/06/2021
Kazakhstan,268327.0,3184.0,246033.0,03/07/2021
Mongolia,3372.0,3.0,2765.0,03/08/2021
Mexico,2137884.0,191789.0,1681336.0,03/09/2021
Cambodia,1163.0,0.0,597.0,03/10/2021
Maldives,21144.0,64.0,18534.0,03/10/2021
Armenia,176286.0,3239.0,165441.0,03/11/2021
Germany,2569864.0,73369.0,2357374.0,03/13/2021
Fiji,66.0,2.0,60.0,03/14/2021
Uruguay,72862.0,717.0,61609.0,03/15/2021
Holy See,27.0,0.0,15.0,03/16/2021
Bulgaria,295777.0,11817.0,232041.0,03/18/2021
Burundi,2542.0,3.0,773.0,03/18/2021
Vanuatu,3.0,0.0,1.0,03/18/2021
Costa Rica,211903.0,2896.0,190236.0,03/19/2021
Indonesia,1450132.0,39339.0,1278965.0,03/19/2021
Tunisia,244776.0,8506.0,211561.0,03/19/2021
Comoros,3666.0,146.0,3473.0,03/20/2021
Qatar,173206.0,272.0,160115.0,03/20/2021
Kyrgyzstan,87462.0,1490.0,84223.0,03/22/2021
Latvia,97586.0,1828.0,88322.0,03/22/2021
Monaco,2182.0,27.0,2020.0,03/22/2021
El Salvador,63766.0,1990.0,61009.0,03/24/2021
Ivory Coast,42074.0,229.0,37797.0,03/25/2021
Togo,9506.0,107.0,7466.0,03/25/2021
Lesotho,10686.0,315.0,4438.0,03/27/2021
Albania,124134.0,2210.0,89456.0,03/28/2021
Azerbaijan,256201.0,3491.0,236151.0,03/28/2021
Latvia,101040.0,1878.0,92014.0,03/28/2021
Costa Rica,215178.0,2931.0,191707.0,03/29/2021
Tunisia,252171.0,8788.0,216712.0,03/30/2021
South Korea,104194.0,1737.0,95861.0,04/01/2021
Fiji,67.0,2.0,64.0,04/02/2021
Saint Lucia,4273.0,61.0,4142.0,04/03/2021
Slovenia,220141.0,4075.0,201956.0,04/04/2021
Mainland China,90305.0,4636.0,85432.0,04/04/2021
Mauritania,17939.0,449.0,17212.0,04/05/2021
Sao Tome and Principe,2244.0,35.0,2140.0,04/05/2021
Gabon,20265.0,124.0,17227.0,04/07/2021
Namibia,45054.0,557.0,43354.0,04/08/2021
Gabon,20636.0,127.0,17456.0,04/10/2021
Slovenia,225950.0,4112.0,207927.0,04/10/2021
Denmark,238484.0,2442.0,227321.0,04/11/2021
Guatemala,203071.0,7016.0,185549.0,04/11/2021
Qatar,190025.0,333.0,169635.0,04/11/2021
Uruguay,144642.0,1462.0,110277.0,04/11/2021
Bangladesh,691957.0,9822.0,581113.0,04/12/2021
Kazakhstan,325234.0,3271.0,286065.0,04/12/2021
Samoa,3.0,0.0,2.0,04/15/2021
Kenya,150260.0,2443.0,99580.0,04/16/2021
Bolivia,290362.0,12666.0,239194.0,04/19/2021
Afghanistan,58037.0,2549.0,52272.0,04/20/2021
Belgium,960169.0,23867.0,0.0,04/21/2021
Algeria,120562.0,3190.0,84038.0,04/23/2021
Thailand,50183.0,121.0,26873.0,04/23/2021
Papua New Guinea,10670.0,102.0,8369.0,04/25/2021
Saint Vincent and the Grenadines,1839.0,10.0,1711.0,04/26/2021
Venezuela,192498.0,2065.0,175242.0,04/26/2021
Sao Tome and Principe,2301.0,35.0,2239.0,04/29/2021
Venezuela,196386.0,2117.0,178072.0,04/29/2021
US,3.2346971E7,576232.0,0.0,04/30/2021
San Marino,5066.0,90.0,4917.0,05/01/2021
Taiwan,1.0,0.0,0.0,01/22/2020
Macau,10.0,0.0,1.0,02/09/2020
Thailand,33.0,0.0,11.0,02/11/2020
Singapore,58.0,0.0,15.0,02/13/2020
Australia,15.0,0.0,8.0,02/14/2020
South Korea,28.0,0.0,9.0,02/15/2020
Others,621.0,0.0,1.0,02/19/2020
Malaysia,22.0,0.0,18.0,02/24/2020
Brazil,1.0,0.0,0.0,02/28/2020
Cambodia,1.0,0.0,1.0,03/04/2020
Dominican Republic,1.0,0.0,0.0,03/05/2020
Sri Lanka,1.0,0.0,1.0,03/05/2020
Bangladesh,3.0,0.0,0.0,03/09/2020
Philippines,52.0,2.0,2.0,03/12/2020
Bosnia and Herzegovina,11.0,0.0,0.0,03/12/2020
Austria,504.0,1.0,6.0,03/13/2020
Iraq,110.0,10.0,26.0,03/14/2020
Bosnia and Herzegovina,25.0,0.0,0.0,03/16/2020
Iceland,409.0,0.0,5.0,03/20/2020
Belize,1.0,0.0,0.0,03/23/2020
Greece,695.0,17.0,29.0,03/23/2020
Israel,1620.0,1.0,26.0,03/23/2020
Laos,2.0,0.0,0.0,03/24/2020
Luxembourg,1099.0,8.0,6.0,03/24/2020
New Zealand,155.0,0.0,12.0,03/24/2020
Moldova,199.0,2.0,2.0,03/27/2020
Ivory Coast,179.0,1.0,7.0,03/31/2020
Dominica,12.0,0.0,0.0,04/01/2020
Iran,55743.0,3452.0,19736.0,04/04/2020
Burundi,3.0,0.0,0.0,04/05/2020
Guyana,31.0,4.0,8.0,04/06/2020
Afghanistan,424.0,16.0,18.0,04/07/2020
Bangladesh,330.0,21.0,33.0,04/09/2020
Afghanistan,532.0,18.0,32.0,04/10/2020
Chad,18.0,0.0,2.0,04/12/2020
Kenya,216.0,9.0,41.0,04/14/2020
Costa Rica,626.0,4.0,67.0,04/15/2020
Romania,7216.0,372.0,1217.0,04/15/2020
Bangladesh,1572.0,60.0,49.0,04/16/2020
Peru,12491.0,274.0,6120.0,04/16/2020
Bolivia,493.0,31.0,31.0,04/18/2020
Lebanon,672.0,21.0,99.0,04/18/2020
Burundi,5.0,1.0,0.0,04/19/2020
Bulgaria,975.0,45.0,170.0,04/21/2020
Australia,6547.0,67.0,4124.0,04/21/2020
Armenia,1473.0,24.0,633.0,04/22/2020
Bulgaria,1097.0,52.0,190.0,04/23/2020
New Zealand,1456.0,17.0,1095.0,04/23/2020
France,162280.0,22861.0,45681.0,04/26/2020
Dominica,16.0,0.0,13.0,04/28/2020
Congo (Brazzaville),229.0,9.0,25.0,05/02/2020
UK,191832.0,28809.0,910.0,05/04/2020
Bahamas,89.0,11.0,26.0,05/05/2020
Ireland,22541.0,1429.0,17110.0,05/08/2020
Saint Vincent and the Grenadines,17.0,0.0,9.0,05/09/2020
Samoa,0.0,0.0,0.0,05/09/2020
MS Zaandam,9.0,2.0,0.0,05/11/2020
Singapore,24671.0,21.0,3851.0,05/12/2020
Vietnam,288.0,0.0,252.0,05/12/2020
Burundi,15.0,1.0,7.0,05/15/2020
Central African Republic,327.0,0.0,13.0,05/18/2020
Kazakhstan,6751.0,35.0,3469.0,05/18/2020
Montenegro,324.0,9.0,311.0,05/18/2020
Yemen,167.0,28.0,5.0,05/19/2020
Bahrain,7888.0,12.0,3568.0,05/20/2020
Sudan,66.0,10.0,6.0,04/19/2020
Central African Republic,4974.0,63.0,4885.0,01/22/2021
Austria,403512.0,7389.0,380248.0,01/23/2021
Italy,2455185.0,85162.0,1871189.0,01/23/2021
Dominica,113.0,0.0,105.0,01/25/2021
Guyana,7317.0,172.0,6431.0,01/25/2021
India,1.0689527E7,153724.0,1.0359305E7,01/26/2021
Bosnia and Herzegovina,120864.0,4643.0,93657.0,01/27/2021
North Macedonia,91555.0,2821.0,80008.0,01/27/2021
Diamond Princess,712.0,13.0,699.0,01/28/2021
Ethiopia,135594.0,2085.0,121860.0,01/28/2021
Turkey,2457118.0,25605.0,2340216.0,01/28/2021
Gambia,4019.0,128.0,3780.0,01/29/2021
Uruguay,40529.0,425.0,33146.0,01/29/2021
Bangladesh,535139.0,8127.0,479744.0,01/31/2021
Germany,2225659.0,57163.0,1940046.0,01/31/2021
Turkey,2492977.0,26237.0,2379070.0,02/02/2021
Azerbaijan,230617.0,3145.0,224168.0,02/03/2021
Holy See,27.0,0.0,15.0,02/03/2021
Hungary,370336.0,12739.0,272284.0,02/03/2021
Ireland,200744.0,3586.0,23364.0,02/04/2021
Serbia,402700.0,4085.0,0.0,02/04/2021
Sudan,29577.0,1831.0,21794.0,02/04/2021
Tunisia,213949.0,7048.0,169300.0,02/04/2021
South Africa,1473700.0,46180.0,1340497.0,02/06/2021
Dominican Republic,223398.0,2831.0,167214.0,02/07/2021
Equatorial Guinea,5578.0,86.0,5358.0,02/07/2021
Bhutan,861.0,1.0,854.0,02/09/2021
Dominican Republic,225472.0,2883.0,171186.0,02/10/2021
Trinidad and Tobago,7631.0,136.0,7314.0,02/10/2021
Cameroon,32098.0,479.0,29609.0,02/13/2021
Cuba,37483.0,261.0,32509.0,02/13/2021
Fiji,56.0,2.0,54.0,02/13/2021
Uzbekistan,79381.0,622.0,77890.0,02/13/2021
Belgium,738631.0,21662.0,0.0,02/14/2021
Mauritius,601.0,10.0,554.0,02/15/2021
Madagascar,19598.0,292.0,18915.0,02/17/2021
Norway,67498.0,607.0,17998.0,02/17/2021
Cuba,41688.0,282.0,36252.0,02/18/2021
Iraq,657453.0,13220.0,612727.0,02/18/2021
Belgium,749739.0,21859.0,0.0,02/19/2021
Bolivia,242292.0,11441.0,185155.0,02/21/2021
Guyana,8420.0,189.0,7733.0,02/21/2021
Hungary,403023.0,14299.0,306621.0,02/21/2021
United Arab Emirates,372530.0,1140.0,363052.0,02/22/2021
Tanzania,509.0,21.0,183.0,02/23/2021
Cyprus,33710.0,231.0,2057.0,02/24/2021
Mauritius,610.0,10.0,571.0,02/25/2021
Indonesia,1341314.0,36325.0,1151915.0,03/01/2021
Tajikistan,13308.0,90.0,13218.0,03/01/2021
Brunei,188.0,3.0,182.0,03/05/2021
Tanzania,509.0,21.0,183.0,03/05/2021
Nepal,274655.0,3010.0,270828.0,03/06/2021
Azerbaijan,236768.0,3241.0,229718.0,03/07/2021
Timor-Leste,122.0,0.0,94.0,03/07/2021
Bhutan,868.0,1.0,866.0,03/09/2021
Czech Republic,1335815.0,22147.0,1150634.0,03/09/2021
Kosovo,73735.0,1655.0,62200.0,03/09/2021
Slovakia,329593.0,8146.0,255300.0,03/10/2021
Botswana,34098.0,424.0,28882.0,03/11/2021
Peru,1402610.0,48664.0,1308175.0,03/13/2021
Paraguay,180014.0,3476.0,149429.0,03/14/2021
Bulgaria,287568.0,11579.0,228816.0,03/16/2021
Burma,142190.0,3203.0,131751.0,03/17/2021
Papua New Guinea,2351.0,26.0,846.0,03/17/2021
Cuba,64414.0,384.0,60378.0,03/18/2021
Romania,881159.0,21877.0,794950.0,03/18/2021
Sri Lanka,90200.0,546.0,86759.0,03/21/2021
Benin,6818.0,90.0,5552.0,03/22/2021
Finland,73516.0,809.0,46000.0,03/24/2021
New Zealand,2476.0,26.0,2379.0,03/24/2021
South Korea,100276.0,1709.0,92068.0,03/24/2021
West Bank and Gaza,230076.0,2501.0,203340.0,03/24/2021
Mauritius,871.0,10.0,592.0,03/26/2021
Colombia,2437197.0,63932.0,2309356.0,04/03/2021
Benin,7313.0,93.0,6452.0,04/04/2021
Czech Republic,1551896.0,26945.0,1401300.0,04/04/2021
Mozambique,68119.0,782.0,57124.0,04/04/2021
Ethiopia,217327.0,3000.0,163022.0,04/05/2021
Gambia,5505.0,166.0,5086.0,04/05/2021
Papua New Guinea,7406.0,67.0,846.0,04/05/2021
Congo (Brazzaville),10084.0,137.0,8208.0,04/06/2021
Saudi Arabia,394952.0,6719.0,381189.0,04/07/2021
Nicaragua,6727.0,179.0,4225.0,04/10/2021
Afghanistan,57160.0,2521.0,51989.0,04/11/2021
Botswana,42674.0,636.0,38203.0,04/11/2021
Cyprus,53254.0,277.0,39061.0,04/14/2021
Nepal,282890.0,3070.0,274812.0,04/16/2021
Mali,13246.0,444.0,7613.0,04/20/2021
Kazakhstan,352988.0,3304.0,308271.0,04/22/2021
Nicaragua,6835.0,181.0,4225.0,04/23/2021
Trinidad and Tobago,9383.0,157.0,8065.0,04/23/2021
Burundi,3853.0,6.0,773.0,04/25/2021
Yemen,6137.0,1187.0,2546.0,04/25/2021
Guatemala,221939.0,7428.0,197600.0,04/26/2021
Tajikistan,13308.0,90.0,13218.0,04/28/2021
Ivory Coast,45998.0,286.0,45498.0,04/29/2021
Cambodia,13402.0,93.0,5152.0,04/30/2021
Congo (Kinshasa),29853.0,766.0,26219.0,04/30/2021
Australia,29811.0,910.0,23294.0,04/30/2021
Honduras,213167.0,5318.0,78806.0,05/01/2021
Vietnam,2.0,0.0,0.0,01/23/2020
United Arab Emirates,4.0,0.0,0.0,01/30/2020
UK,2.0,0.0,0.0,01/31/2020
Sri Lanka,1.0,0.0,1.0,02/08/2020
Belgium,1.0,0.0,0.0,02/15/2020
Finland,1.0,0.0,1.0,02/15/2020
China,0.0,0.0,0.0,02/23/2020
Vietnam,16.0,0.0,16.0,02/26/2020
Singapore,110.0,0.0,78.0,03/04/2020
Bosnia and Herzegovina,3.0,0.0,0.0,03/08/2020
Austria,860.0,1.0,6.0,03/15/2020
Kenya,3.0,0.0,0.0,03/16/2020
Guernsey,1.0,0.0,0.0,03/16/2020
Sudan,1.0,1.0,0.0,03/16/2020
Bahrain,228.0,1.0,81.0,03/17/2020
Trinidad and Tobago,9.0,0.0,0.0,03/20/2020
Argentina,158.0,4.0,3.0,03/21/2020
Gambia, The,1.0,0.0,0.0,03/21/2020
Bosnia and Herzegovina,132.0,1.0,2.0,03/23/2020
Eritrea,1.0,0.0,0.0,03/23/2020
Estonia,352.0,0.0,4.0,03/23/2020
Macau,25.0,0.0,10.0,03/24/2020
Equatorial Guinea,9.0,0.0,0.0,03/25/2020
Kyrgyzstan,44.0,0.0,0.0,03/25/2020
Hungary,261.0,10.0,28.0,03/26/2020
Portugal,5170.0,100.0,43.0,03/28/2020
Netherlands,11817.0,865.0,253.0,03/30/2020
Eritrea,15.0,0.0,0.0,03/31/2020
Finland,1418.0,17.0,10.0,03/31/2020
Mozambique,8.0,0.0,0.0,03/31/2020
Guyana,19.0,4.0,0.0,04/02/2020
Albania,304.0,17.0,89.0,04/03/2020
Cyprus,426.0,11.0,33.0,04/04/2020
Holy See,7.0,0.0,0.0,04/05/2020
Netherlands,18926.0,1874.0,258.0,04/06/2020
Ghana,287.0,5.0,31.0,04/07/2020
Fiji,15.0,0.0,0.0,04/09/2020
Kenya,189.0,7.0,22.0,04/10/2020
Oman,546.0,3.0,109.0,04/11/2020
Philippines,4428.0,247.0,157.0,04/11/2020
Malta,384.0,3.0,44.0,04/13/2020
Senegal,335.0,2.0,194.0,04/16/2020
Japan,9787.0,190.0,935.0,04/17/2020
Liberia,76.0,7.0,7.0,04/17/2020
Sri Lanka,244.0,7.0,77.0,04/17/2020
Guyana,63.0,6.0,9.0,04/18/2020
Portugal,19685.0,687.0,610.0,04/18/2020
Spain,191726.0,20043.0,74797.0,04/18/2020
Colombia,3792.0,179.0,711.0,04/19/2020
Kyrgyzstan,568.0,7.0,201.0,04/20/2020
Brunei,138.0,1.0,116.0,04/21/2020
Bosnia and Herzegovina,1368.0,53.0,460.0,04/22/2020
Madagascar,122.0,0.0,61.0,04/24/2020
Canada,44056.0,3014.0,15149.0,04/24/2020
Tanzania,299.0,10.0,48.0,04/26/2020
Serbia,6630.0,125.0,870.0,04/27/2020
Saint Lucia,18.0,0.0,15.0,05/04/2020
Togo,126.0,9.0,74.0,05/04/2020
Afghanistan,3225.0,95.0,421.0,05/05/2020
Netherlands,41973.0,5306.0,147.0,05/07/2020
Niger,781.0,42.0,586.0,05/07/2020
Bhutan,7.0,0.0,5.0,05/08/2020
Moldova,4867.0,161.0,1925.0,05/09/2020
Ukraine,14710.0,376.0,2909.0,05/09/2020
Somalia,1054.0,51.0,118.0,05/10/2020
Mali,758.0,44.0,412.0,05/13/2020
Austria,16058.0,626.0,14405.0,05/14/2020
MS Zaandam,9.0,2.0,0.0,05/14/2020
MS Zaandam,9.0,2.0,0.0,05/16/2020
Maldives,1078.0,4.0,58.0,05/16/2020
Serbia,10610.0,230.0,4713.0,05/17/2020
Tanzania,509.0,21.0,183.0,05/17/2020
Jamaica,520.0,9.0,131.0,05/18/2020
Hungary,3556.0,467.0,1412.0,05/19/2020
Mauritius,332.0,10.0,322.0,05/20/2020
